rank,SEQPLT14,PNAME,PSTATABB,PLFUELCT,co2_intensity,pred_intensity,residual_zscore,pred_uncertainty,ensemble_score,verification_status
1,4415,New Prague,MN,GAS,0.0,2055.6099,4.409367042906099,1.0425142,0.6272451607586882,suspicious
2,1477,SF Southeast Cogen Plant,CA,BIOMASS,0.0,1187.2721,4.151288532967785,1.0201359,0.5729524029278946,missing
3,2255,BJ Gas Recovery,GA,BIOMASS,0.0,1281.6089,4.187230288037283,1.0123626,0.5714973644325962,missing
4,3412,Cox Waste to Energy,KY,BIOMASS,0.0,1212.1499,4.16103660169483,1.0376971,0.5508866825666163,missing
5,1991,New Milford Gas Recovery,CT,BIOMASS,0.0,1038.844,4.0885144071919015,0.767275,0.5352196251276282,missing
6,7635,Snider Industries,TX,BIOMASS,0.0,563.7757,3.8013428934824565,0.8580412,0.5286780243124276,missing
7,2358,Scherer,GA,COAL,2371.147,5042.348,1.1751263695971594,1.7957329,0.5261664118894347,verified
8,1836,Front Range Project,CO,BIOMASS,0.0,673.7433,3.885040606170701,1.0646523,0.5134826843122737,missing
9,365,Palo Verde,AZ,NUCLEAR,0.0,0.0,0.6066342689692866,1.0189229,0.5121560261019195,missing
10,1495,Sierra Power,CA,BIOMASS,0.0,328.71912,3.5481436898017824,0.74829453,0.5111237192096183,missing
11,4383,Madelia,MN,GAS,0.0,672.29315,3.8840284025001504,0.8719999,0.5102839238743461,suspicious
12,6410,Hoge Lumber,OH,BIOMASS,0.0,264.6715,3.446532080902441,0.96791,0.49406902939045777,missing
13,6935,Pennsbury,PA,BIOMASS,0.0,644.4611,3.864167270504395,1.0023917,0.4907847947886552,missing
14,3838,FC Landfill Energy,MD,BIOMASS,0.0,152.53183,3.18855048408152,0.81077445,0.4902347328992344,missing
15,5665,Middlesex Generating Facility,NJ,BIOMASS,0.0,897.2076,4.019626454591216,0.8012507,0.48463746649405937,missing
16,464,Ameresco Johnson Canyon,CA,BIOMASS,0.0,241.6559,3.4039001800299378,0.7547525,0.48082021039951417,missing
17,4261,Benson Power Biomass Plant,MN,BIOMASS,0.0,371.04434,3.604962818584145,0.8820844,0.4806869278323376,missing
18,1003,Kiefer Landfill,CA,BIOMASS,0.0,167.75299,3.233022836840813,0.8054005,0.48009248446701924,missing
19,6062,Fulton LFGTE Facility,NY,BIOMASS,0.0,533.80585,3.7756907540506215,0.8771417,0.4777375811759602,missing
20,4058,Donald C Cook,MI,NUCLEAR,0.0,0.34532407,0.9598221373578416,1.162978,0.4727489073824897,missing
21,7848,Buck Hydro,VA,HYDRO,0.0,168.86266,3.236106334059722,0.8518456,0.4717139748835303,missing
22,4549,Callaway,MO,NUCLEAR,0.0,3.8516374,1.5632807703917921,1.0326778,0.47116867001485396,missing
23,6526,Covanta WBH LLC,OK,BIOMASS,0.0,387.11096,3.624853338585406,0.8012026,0.46974690733844376,missing
24,5878,Galena 3 Geothermal Power Plant,NV,GEOTHERMAL,0.0,73.328224,2.8472660057913632,1.0060122,0.46955620933563574,missing
25,4480,St James,MN,OIL,1642.552,1474.0902,0.7693888208462464,1.399753,0.46744608851443037,verified
26,3364,Ottawa,KS,GAS,0.0,699.7874,3.902858262272164,0.9158411,0.4674159584959603,suspicious
27,802,Fairhaven Power,CA,BIOMASS,40.092,241.86357,1.6561368019444576,0.89490753,0.46456106569016253,verified
28,5525,Seabrook,NH,NUCLEAR,0.0,4.3662224,1.6107075150480967,1.0945642,0.4642272344026568,missing
29,2281,Edwin I Hatch,GA,NUCLEAR,0.0,0.9397937,1.1319878136929131,1.056369,0.46053511703674277,missing
30,4077,"Fremont Community Digester, LLC",MI,BIOMASS,0.0,333.2237,3.554527617074135,0.8770902,0.4595549111298269,missing
31,960,Ivanpah 1,CA,SOLAR,215.727,221.6776,0.8330086354233188,1.7949048,0.4592268877021586,verified
32,7055,Catawba,SC,NUCLEAR,0.0,0.059519768,0.847465717713133,0.97889704,0.45843281945207615,missing
33,6456,Perry,OH,NUCLEAR,0.0,2.6813715,1.4334174735048932,0.9389065,0.45809913449353007,missing
34,1487,Shiloh Wind Project 2 LLC,CA,WIND,0.0,4.241082,1.5996063081362453,1.2975022,0.4567926019374351,missing
35,7516,Nacogdoches Power LLC,TX,BIOMASS,0.0,226.77505,3.374126316741936,0.5185376,0.4564350985681208,missing
36,7988,Chace Mill Winooski One,VT,HYDRO,0.0,200.59036,3.3166725416422005,0.8301295,0.45591946880886175,missing
37,7639,South Texas Project,TX,NUCLEAR,0.0,0.0,0.7113515352701233,0.78878134,0.44873365876000837,missing
38,6884,Limerick,PA,NUCLEAR,0.0,0.0,0.7192880634020553,1.0850999,0.44713927234119755,missing
39,2325,MCLB Landfill Gas to Energy,GA,BIOMASS,0.0,337.82324,3.5609579818819053,0.78444433,0.4457390043129344,missing
40,2074,Central District Wastewater Treat Plant,FL,BIOMASS,0.0,194.09639,3.3012676183591703,0.8436342,0.4450468379324599,missing
41,3813,Back River Waste Water Treatment,MD,BIOMASS,0.0,379.69662,3.615778726289874,0.69459456,0.4449520331906322,missing
42,4363,Key City,MN,GAS,0.0,253.44724,3.4262233987465023,0.8047384,0.4444869289463955,suspicious
43,2642,Ottumwa City of,IA,HYDRO,0.0,143.29433,3.1593567534823577,1.0925047,0.44034729264632255,missing
44,3549,Waterford 3,LA,NUCLEAR,0.0,2.8694913,1.4568644469281744,1.029946,0.44007872692078787,missing
45,6986,Three Mile Island,PA,NUCLEAR,0.0,10.547427,1.9712441093954831,0.9786429,0.4398715005087822,missing
46,4214,Thetford,MI,GAS,0.0,379.53183,3.6155750292746127,0.8648931,0.4392295921249398,suspicious
47,1813,Comanche (470),CO,COAL,2104.4,8493.162,1.4765066965665061,1.2914374,0.436739015731485,verified
48,7234,Packaging Corporation of America,TN,BIOMASS,0.0,116.09563,3.0610931338514775,0.6535916,0.434335425658323,missing
49,1715,Waste Management Simi Valley LFGTE,CA,BIOMASS,0.0,230.21123,3.3811706889624498,0.654613,0.43333936419288926,missing
50,8262,Flambeau River Papers,WI,BIOMASS,67.483,1461.1998,2.2604159554143815,0.8770051,0.4325949981994155,verified
51,8044,Vermont Yankee,VT,NUCLEAR,0.0,11.126189,1.9942522256754764,0.9236001,0.4314536416014539,missing
52,2145,Martin,FL,GAS,922.051,517.7009,0.5491086803523743,1.6039425,0.43139772712754104,verified
53,276,Two Pine Landfill Gas Recovery,AR,BIOMASS,0.0,89.63334,2.94057426928776,0.65428585,0.4300070543947941,missing
54,5576,Cinnamon Bay Edgeboro Landfill,NJ,BIOMASS,0.2,341.09592,3.479704180785013,0.72722685,0.4298918825443553,verified
55,547,Brea Expansion Plant,CA,BIOMASS,0.0,225.12636,3.370708559002389,0.74264044,0.4288895841002701,missing
56,1489,Sierra Pacific Anderson Facility,CA,BIOMASS,0.0,199.91026,3.3150826729779292,0.6981147,0.42884636555518235,missing
57,8334,Point Beach Nuclear Plant,WI,NUCLEAR,0.126,4.0619164,1.5274111424858934,1.0303352,0.4282973612375409,verified
58,5198,Shelby Solar Energy Generation Facility,NC,SOLAR,0.0,6.6860704,1.7797393027082538,1.4078629,0.4274207816455773,missing
59,4516,Water Reclamation Plant,MN,BIOMASS,0.825,304.9087,3.2298568573681212,0.83507705,0.42586361104613335,verified
60,223,Arkansas Nuclear One,AR,NUCLEAR,0.0,0.55692387,1.0285465070099418,0.992706,0.42579105279152607,missing
61,4199,South Kent Generating Station,MI,BIOMASS,0.0,210.665,3.3396158248413452,0.79843956,0.42553105991249207,missing
62,4837,Brunswick Nuclear,NC,NUCLEAR,0.0,0.55771196,1.0287845975259218,1.1754041,0.4243596949952024,missing
63,7248,Watts Bar Nuclear Plant,TN,NUCLEAR,0.0,3.955161,1.5732139162527483,0.9392141,0.4226563325220982,missing
64,8209,Barron,WI,HYDRO,0.0,135.70297,3.133930520321854,0.7696311,0.4214805964411746,missing
65,3534,River Bend,LA,NUCLEAR,0.0,5.3849893,1.6924866508654488,0.9105056,0.42061198963334323,missing
66,4079,French Paper Hydro,MI,HYDRO,0.0,69.003365,2.819062718278522,1.045132,0.4201712480880184,missing
67,5309,WSACC Power Generation Facility,NC,BIOMASS,0.002,125.18234,3.095314430889877,0.7567151,0.4198283231147416,verified
68,5393,Cooper Nuclear Station,NE,NUCLEAR,0.0,10.536084,1.9707817530645866,0.94280165,0.4187774666355001,missing
69,4684,Grand Gulf,MS,NUCLEAR,0.0,1.4247551,1.2369718925179733,1.0142034,0.41629220679135465,missing
70,553,Buena Vista Biomass Power,CA,BIOMASS,68.126,2550.248,2.517900043130832,1.0644485,0.41614088361000806,verified
71,1138,Monterey Regional Water Cogen Facility,CA,BIOMASS,0.0,77.24349,2.871417337919124,0.65652853,0.4155093165104953,missing
72,5707,Salem Generating Station,NJ,NUCLEAR,0.137,0.37954882,0.9112362855392592,0.8578824,0.41532508421371944,verified
73,7705,W A Parish,TX,COAL,2187.853,1598.3044,0.6726287890002269,1.6537297,0.4144405908154343,verified
74,2911,Clinton Power Station,IL,NUCLEAR,0.0,3.245461,1.5004895390020176,0.94955516,0.4139468901397442,missing
75,5721,The City of Vineland at North Vineland,NJ,SOLAR,0.0,12.652548,2.0500300992856624,1.2963697,0.4137966239031204,missing
76,6752,Threemile Digester,OR,BIOMASS,0.0,78.0682,2.8763502604616185,0.64696294,0.41088689770716613,missing
77,8161,Sierra Pacific Aberdeen,WA,BIOMASS,0.0,113.85237,3.051992722925158,0.7535141,0.41016631036565765,missing
78,4836,"Broadway Solar Center, LLC",NC,SOLAR,0.0,7.835576,1.8453113460770234,1.3845706,0.40990413309702156,missing
79,3478,Doc Bonin,LA,GAS,0.0,256.9654,3.432683824567538,0.7236626,0.40963553695270843,suspicious
80,4341,Hibbard Energy Center,MN,BIOMASS,45.518,2144.6155,2.62278365288234,0.8815267,0.40933170592284474,verified
81,3151,Expander Turbine,IN,OFSL,0.0,28.672201,2.415245948334126,0.899658,0.40824640884457075,suspicious
82,4251,Alliant Techsystems,MN,OIL,0.0,17.021957,2.1806620271180894,1.0056525,0.40754125826947474,suspicious
83,3271,Augusta Electric Plant No 2,KS,GAS,0.0,103.09359,3.0057189527291364,0.8176359,0.4047636504011023,suspicious
84,7781,Kennecott Power Plant,UT,COAL,1931.61,10173.619,1.601721949080449,1.1118388,0.40359491175408463,verified
85,5691,Pennsauken Landfill,NJ,BIOMASS,0.0,188.04315,3.2864392383902614,0.7277803,0.40313748313567255,missing
86,6821,Dart Container Corp,PA,BIOMASS,0.0,129.71391,3.1128539363121264,0.74897647,0.4031353843260067,missing
87,7197,Cheatham,TN,HYDRO,0.0,19.462664,2.2404164792442725,0.840767,0.4008451304544423,missing
88,685,Coyote Creek,CA,HYDRO,0.0,117.437225,3.0664527433136057,0.80601114,0.40059685178929066,missing
89,7784,Lake Creek Dam,UT,HYDRO,0.0,35.45473,2.5120964760056097,0.8293476,0.40032430138364894,missing
90,359,Navajo Generating Station,AZ,COAL,2180.738,1889.0674,0.7527490221108086,1.6375419,0.399345046870318,verified
91,1644,Total Energy Facilities,CA,BIOMASS,13.152,482.3635,2.481441708456003,0.8280638,0.3986846737655053,verified
92,7045,BMW Manufacturing Co,SC,BIOMASS,0.0,242.63954,3.405803445974297,0.5696939,0.398642484709497,missing
93,2337,North Highlands,GA,HYDRO,0.0,48.213734,2.6532841940446517,0.8683305,0.39765449776432,missing
94,4826,Blue Ridge Paper Products Inc.,NC,COAL,0.0,83.189575,2.9058769055658993,0.6475372,0.3975999960937299,suspicious
95,3619,Covanta Haverhill,MA,BIOMASS,1610.375,6212.4663,1.455221569622848,1.0562111,0.3972989656535082,verified
96,2893,Braidwood Generation Station,IL,NUCLEAR,0.0,0.0,0.569244523683853,0.6833866,0.39608342728149815,missing
97,7151,Big Stone,SD,COAL,2340.411,2988.6926,0.9352552892788221,1.0687249,0.3958867070512885,verified
98,8112,LaGrande,WA,HYDRO,0.0,14.851784,2.120297044785922,0.7078173,0.3950128723451248,missing
99,7167,Lange,SD,GAS,1648.198,3860.5627,1.220530177306532,1.1504991,0.3943148146511538,verified
100,6224,R E Ginna Nuclear Power Plant,NY,NUCLEAR,0.0,7.4545603,1.8245730606344923,0.9077263,0.3929258860927858,missing
101,1494,Sierra Pacific Sonora,CA,BIOMASS,0.0,61.31096,2.764297609178686,0.60162365,0.392585711493881,missing
102,5645,Livingston Solar Canopies,NJ,SOLAR,0.0,7.2740088,1.8144171492050838,1.2792805,0.3917931659414823,missing
103,4968,Harris,NC,NUCLEAR,0.0,1.7991822,1.3045293648617629,0.85819006,0.3914267520119348,missing
104,845,Gas Utilization Facility,CA,BIOMASS,0.0,169.2967,3.237306979902981,0.7510278,0.3904301463821977,missing
105,2229,Turkey Point,FL,NUCLEAR,301.468,24.230343,-0.348339682764728,1.5247307,0.3901999264497478,verified
106,7396,Fort Worth Methane,TX,BIOMASS,0.0,122.532875,3.086270802812742,0.7106965,0.38949931429195933,missing
107,363,Novo BioPower Plant,AZ,BIOMASS,5.018,155.2273,2.352366386457445,0.80928504,0.3891856011233062,verified
108,5540,"AC Criminal Courts Complex SPE2, LLC",NJ,SOLAR,0.0,8.049158,1.856548668808269,1.2373452,0.38865120691073796,missing
109,7694,University of Texas at San Antonio,TX,GAS,1050.307,7069.8647,1.7169503661035783,1.2497245,0.3885565599915881,verified
110,2530,Davenport Water Pollution Control Plant,IA,BIOMASS,5.278,281.39957,2.6109886534483002,0.8684596,0.38672403540017036,verified
111,3603,Chemical,MA,HYDRO,0.0,20.764332,2.2694304046036415,0.70866114,0.3856364280853528,missing
112,3199,M. G. Emmett J. Bean Federal Center,IN,SOLAR,0.0,5.617053,1.7092824568518064,1.1134769,0.38557072198680176,missing
113,720,Diamond Valley Lake,CA,HYDRO,0.0,24.038446,2.3353616097801577,0.82904166,0.3845162735119375,missing
114,8071,Columbia Generating Station,WA,NUCLEAR,0.0,0.5492368,1.026217886140473,0.88786113,0.38381160886782967,missing
115,8314,New Badger,WI,HYDRO,0.0,49.969513,2.669776361363436,0.89143986,0.3826719883491441,missing
116,2519,Centerville,IA,OIL,0.0,8.143438,1.861424946530991,0.95220256,0.3809626898786999,suspicious
117,4690,Leaf River Cellulose LLC,MS,BIOMASS,13.567,322.2462,2.2785495121762,0.9125876,0.38080239452286035,verified
118,3166,"Hidden View Dairy, LLC",IN,BIOMASS,0.0,104.30861,3.011178616011536,0.6698294,0.38048107694056066,missing
119,2752,City Power Plant,ID,HYDRO,0.0,23.023254,2.3158889154296944,0.80305725,0.38037917639595126,missing
120,5610,Gerresheimer Glass Solar Facility,NJ,SOLAR,0.0,3.9702954,1.5746486566284146,1.1384168,0.380057059957469,missing
121,7338,Covel Gardens Gas Recovery,TX,BIOMASS,0.0,59.14027,2.7476159901755537,0.59661305,0.37805310879081844,missing
122,5683,Oyster Creek,NJ,NUCLEAR,0.0,5.6652207,1.7126947183613161,0.9614893,0.3778612488501261,missing
123,8318,Northern States Flambeau,WI,GAS,3246.836,5426.8506,1.0618754331673024,1.1513346,0.376007976313944,verified
124,3647,Fairview Farms Solar,MA,SOLAR,0.0,11.390917,2.004412511655323,1.1326904,0.37600623823022217,missing
125,4412,Mountain Lake,MN,WIND,52.319,43.48263,0.7350196496297091,1.4032335,0.37584082186164736,verified
126,7773,Huntington,UT,COAL,2025.682,8919.28,1.5174625893992382,1.0836159,0.37555148084046974,verified
127,5640,Lakewood Seven Solar LLC,NJ,SOLAR,0.0,7.429345,1.8231678204322919,1.0903149,0.3755457713996325,missing
128,2081,Crystal River,FL,COAL,2310.601,3578.1218,1.025942548207723,1.4592602,0.37491346426336186,verified
129,5994,Chaffee Gas Recovery,NY,BIOMASS,0.0,70.52491,2.8291789222501103,0.68654084,0.3742896655373916,missing
130,1708,Wadham Energy LP,CA,BIOMASS,3.863,146.07188,2.4242108466731667,0.7992208,0.37404973372286165,verified
131,2258,Bowen,GA,COAL,2140.956,2070.106,0.8044404107556491,1.656397,0.37382654593847103,verified
132,7298,Buchanan Dam (TX),TX,HYDRO,0.0,19.936062,2.251176639473909,0.66561466,0.37371366645792264,missing
133,1730,Western Power & Steam Inc,CA,GAS,931.004,1184.4017,0.9334124856033591,1.3201349,0.37278710954787386,verified
134,6800,Bruce Mansfield,PA,COAL,1999.85,887.16785,0.4381681258036354,1.5970197,0.3726122461838015,verified
135,2106,Green Gas-Port Charlotte LLC,FL,BIOMASS,0.0,83.81486,2.909358150370776,0.6030793,0.3721136425762439,missing
136,2067,Buckeye Florida LP,FL,BIOMASS,41.843,72.500435,1.0741991804408637,0.6131511,0.3715024571469873,verified
137,1175,Niland Gas Turbine Plant,CA,GAS,1184.792,2983.878,1.2545755611626743,0.9570298,0.37145057662428665,verified
138,3482,Enterprise Sugar Factory,LA,BIOMASS,8.527,276.20752,2.4060369653632665,0.84391683,0.3710276584936959,verified
139,8390,Wisconsin Rapids Pulp Mill,WI,BIOMASS,268.498,2244.26,1.8176617129697799,1.030585,0.370691938465579,verified
140,8162,Sierra Pacific Burlington Facility,WA,BIOMASS,0.0,86.66779,2.9249230251646887,0.6712526,0.36994060810106555,missing
141,4718,Colstrip,MT,COAL,2375.811,726.1666,0.2630639497598794,1.5658538,0.36973920515254677,verified
142,5074,McGuire,NC,NUCLEAR,0.0,0.0,0.6914165476832413,0.56033015,0.36942795202850665,missing
143,3402,Wolf Creek Generating Station,KS,NUCLEAR,0.0,2.232554,1.3722507706790132,0.89161265,0.3693210473729034,missing
144,4007,Adrian Energy Associates LLC,MI,BIOMASS,0.0,45.238827,2.623949243983918,0.5355653,0.3691620964179039,missing
145,1277,Plant No 1 Orange County,CA,BIOMASS,80.715,884.2352,1.9412063138194344,0.8472913,0.36897480571221986,verified
146,2899,Byron Generating Station,IL,NUCLEAR,0.0,0.0,0.5516440808368246,0.6348116,0.36680833548088476,missing
147,4107,Henry Station,MI,GAS,1100.429,5522.837,1.5788757945787135,0.8689443,0.36572285987021097,verified
148,5614,Hall's Warehouse Solar Project,NJ,SOLAR,0.0,4.213594,1.5971323316116817,1.1687481,0.3655257526413557,missing
149,2574,Indianola,IA,OIL,0.0,18.225477,2.211075584281662,1.1495649,0.3653624162135841,suspicious
150,7921,MM Prince William Energy,VA,BIOMASS,0.0,0.26782256,0.9319074790374335,0.4196812,0.3648025522837449,missing
151,3970,ReEnergy Fort Fairfield,ME,BIOMASS,0.0,20.245173,2.2580720526436147,0.60130787,0.36468418846270184,missing
152,8325,Oshkosh Foundation Rosedale Biodigester LLC,WI,BIOMASS,0.0,47.802002,2.6493316194720835,0.55896413,0.36448166616031685,missing
153,6442,O H Hutchings,OH,GAS,0.0,23.262302,2.320547250806242,0.6548891,0.3643774846098564,suspicious
154,2612,Meadow Ridge,IA,WIND,0.0,0.8901472,1.119790080846622,0.9426069,0.3643596175975634,missing
155,185,Joseph M Farley,AL,NUCLEAR,0.0,0.0,0.7557447325021825,0.7981706,0.3641711323174516,missing
156,5827,San Juan,NM,COAL,2383.061,6656.931,1.3034360868423056,1.3829228,0.36283089214426273,verified
157,2187,Rinehart,FL,SOLAR,0.0,4.050291,1.5821604327380219,1.200287,0.3628178737113636,missing
158,558,Butt Valley,CA,HYDRO,0.0,23.84144,2.331645260931235,0.71272516,0.36261971977320107,missing
159,5526,Smith (NH),NH,HYDRO,0.0,24.743921,2.3484340003361157,0.8682473,0.3620354720370227,missing
160,5919,Steamboat Hills LP,NV,GEOTHERMAL,167.233,403.4211,1.2329147006051793,0.96498847,0.3619269407190052,verified
161,3175,IMPA Richmond Solar Park,IN,SOLAR,0.0,6.296096,1.7552419885080406,1.054954,0.361922553265544,missing
162,8102,Grand Coulee,WA,HYDRO,0.0,0.0744252,0.8540381677789158,0.28500894,0.36160440120192305,missing
163,2928,Dresden Generating Station,IL,NUCLEAR,0.0,0.0,0.7225456803472874,0.7342424,0.3613137318907641,missing
164,4434,Prairie Island,MN,NUCLEAR,0.0,1.0108697,1.1489178847273258,0.8556877,0.361086721233095,missing
165,1719,Watson Cogeneration,CA,GAS,462.304,617.8348,0.9564441815636133,0.97406393,0.3589164537607269,verified
166,8066,Chandler,WA,HYDRO,0.0,24.608154,2.345946339320439,0.9123064,0.3579518275027569,missing
167,3787,True North,MA,SOLAR,0.0,4.7226977,1.6409661121750039,1.2304604,0.3578908039566388,missing
168,6987,Titus,PA,COAL,0.0,30.561285,2.4442834289650834,0.6600092,0.35636718083027785,suspicious
169,4274,Boise Cascade International Falls,MN,BIOMASS,96.811,1805.1519,2.1921065677455176,0.8668335,0.35608679009075567,verified
170,3508,Minden,LA,GAS,2231.765,5922.3247,1.279279359350148,1.2302471,0.3560730143630844,verified
171,3636,Douglas Solar,MA,SOLAR,0.0,4.5806746,1.6291429922729415,1.1196965,0.3551921912190621,missing
172,6843,Frey Farm Landfill,PA,BIOMASS,0.0,92.03823,2.9528950223441215,0.65289915,0.35487291377293173,missing
173,6643,Dillard Complex,OR,BIOMASS,5.959,230.3235,2.4686771721181837,0.6511375,0.35478812492649586,verified
174,5430,Missouri River Wastewater Treatment,NE,BIOMASS,16.71,485.9646,2.3794205500046237,0.67514306,0.35475823502686366,verified
175,6075,Hailesboro 4 Plant,NY,HYDRO,0.0,14.674802,2.1150148312161563,0.91216946,0.3544752340889957,missing
176,3906,Bucksport Generation LLC,ME,GAS,0.0,52.57249,2.6932093698757043,0.53751594,0.3538889140100922,suspicious
177,2339,Oliver Dam,GA,HYDRO,0.0,19.555822,2.242553503217159,0.60701674,0.35359054766336606,missing
178,3142,Duke Building 129,IN,SOLAR,0.0,3.4210367,1.5195546710700178,1.0072093,0.35187719687066255,missing
179,6623,Carmen Smith,OR,HYDRO,0.0,18.839567,2.2258679583354284,0.7592971,0.3511599568662183,missing
180,6827,Eddystone Generating Station,PA,OIL,3297.935,364.67007,-0.2145838678385414,1.4689479,0.35023403482763055,verified
181,5589,Deepwater,NJ,GAS,1726.16,2990.4124,1.0786771799125292,1.1609143,0.35014661141844666,verified
182,2154,Mosaic Co Tampa Facility,FL,OTHF,0.0,4.0418396,1.581372452819403,1.1478958,0.34798276194914196,missing
183,628,City of Palo Alto,CA,GAS,1281.0,2975.938,1.2166211142548105,0.9787299,0.34758944596969427,verified
184,6792,Beaver Valley,PA,NUCLEAR,0.0,0.0,0.6298466851673262,0.67457765,0.347083387363021,missing
185,7903,Hopewell Power Station,VA,BIOMASS,0.0,32.68476,2.474917508337909,0.57545996,0.3466837675608799,missing
186,4754,OREG 2 Inc,MT,OTHF,0.0,5.250239,1.6824515443289016,1.2683699,0.3463808469146642,missing
187,3454,William C. Dale,KY,COAL,2610.418,5842.2324,1.1991747454532988,1.1027327,0.3461797493774539,verified
188,272,Riceland Foods Cogeneration Plant,AR,BIOMASS,0.0,63.855644,2.7831288149662194,0.6185498,0.34578315207872634,missing
189,472,Anaheim Solar Energy Plant,CA,SOLAR,0.0,4.9967146,1.6629704934654226,1.0849423,0.3457436287745559,missing
190,5619,Heller Industrial Parks,NJ,SOLAR,0.0,2.5901592,1.4216140390798013,1.0719541,0.34556313808627703,missing
191,777,ELACC Photovoltaic Power Facility,CA,SOLAR,0.0,4.239957,1.599505300888314,1.1964488,0.34529262721409076,missing
192,5616,Harmon DC Totowa NJ,NJ,SOLAR,0.0,3.5910034,1.537302726952335,1.0780509,0.3445538626949274,missing
193,7355,Eagle Pass,TX,HYDRO,0.0,25.8364,2.3679868947779403,0.7479157,0.34423344482154145,missing
194,3356,Nearman Creek,KS,COAL,2695.306,6244.136,1.2154197024655313,1.1941463,0.34332971822244857,verified
195,7217,Johnsonville,TN,COAL,3323.36,2926.4788,0.760452309023375,1.2463129,0.3430067154051555,verified
196,2163,Orlando CoGen,FL,GAS,896.241,1741.5249,1.1325449861802286,1.1299105,0.3417602857798616,verified
197,7218,Kingston,TN,COAL,2411.39,6391.5522,1.2787423413735133,1.1657566,0.3417108711223777,verified
198,314,Coronado Generating Station,AZ,COAL,2447.205,4465.962,1.103181978128766,1.0445601,0.341705490813487,verified
199,2156,Mosaic South Pierce Operations,FL,OTHF,0.0,4.5048833,1.6227097671821924,1.178388,0.3415504992215164,missing
200,5511,Nashua Plant,NH,BIOMASS,0.0,27.06022,2.3889667900061946,0.575418,0.340986206748027,missing
201,6113,Indian Point 2,NY,NUCLEAR,0.0,0.9075545,1.1241029949905161,0.6837096,0.340600492658801,missing
202,6354,Bay View Cogeneration Facility,OH,BIOMASS,33.279,497.90237,2.0801170713650907,0.88163924,0.3395101852064823,verified
203,6347,Ashtabula,OH,COAL,2976.96,7131.2715,1.2311666831636978,0.9660418,0.3393593115672169,verified
204,2672,State Center,IA,GAS,5534.072,5189.857,0.79005869406019,1.2331256,0.33926737450775596,verified
205,7853,Chesterfield Landfill Gas,VA,BIOMASS,110.026,1652.7235,2.091004976981917,0.79762584,0.33869870976543104,verified
206,3941,Lockwood Hydroelectric Facility,ME,HYDRO,0.0,27.04998,2.3887950608595174,0.74455154,0.3376799250380625,missing
207,6954,PPL Martins Creek LLC Lock Haven,PA,OIL,2313.238,360.4404,-0.05326801824533553,1.1196064,0.33688537426090737,verified
208,2851,Tamarack Energy Partnership,ID,BIOMASS,0.0,14.923208,2.122412083838659,0.49585712,0.3366907275089154,missing
209,3562,Ameresco Chicopee Energy,MA,BIOMASS,0.0,26.166906,2.3737455978415554,0.46538186,0.33640410280900834,missing
210,4196,Sixth Street Gas Turbine,MI,OIL,0.0,11.972449,2.025990037774168,0.92073727,0.3361507180326338,suspicious
211,1964,Foxwoods CoGen,CT,GAS,913.912,1106.0988,0.9099693032961657,1.0334733,0.3361292102151819,verified
212,7909,King & Queen,VA,BIOMASS,88.627,310.86664,1.4068990027936192,0.8096291,0.335893104878325,verified
213,3447,Shawnee,KY,COAL,2539.719,3293.5981,0.942509994363183,1.226361,0.33499068299283197,verified
214,4069,Erickson,MI,COAL,2824.176,3144.0679,0.8707298540206829,1.1508063,0.33475001882557986,verified
215,2485,Alliant SBD 9205 A Y McDonald,IA,OIL,2568.727,146.4094,-0.5244885484160726,1.3214738,0.3343220135144469,verified
216,2346,Rabun Gap Cogen Facility,GA,BIOMASS,0.002,53.40499,2.699524063655319,0.59512013,0.33290586828079766,verified
217,3856,Luke Paper Company,MD,COAL,9.92,151.63304,2.0610928616742594,0.8926307,0.3325595283167678,suspicious
218,5316,American Crystal Sugar Hillsboro,ND,COAL,1698.37,1318.9379,0.7013911793356904,1.0484891,0.33199430678670017,verified
219,2342,Piedmont Green Power,GA,BIOMASS,0.0,24.687197,2.3473962223706977,0.5030237,0.3311880601394111,missing
220,3541,Stone Container Hodge,LA,BIOMASS,82.84,279.19775,1.3879233991986333,0.7752107,0.3307181338000202,verified
221,3467,Brame Energy Center,LA,OIL,2269.06,13.291148,-1.5640219386611511,1.0512959,0.3305708649013674,verified
222,2688,Traer Main,IA,OIL,0.0,6.1287913,1.7443282703412384,0.9248329,0.32994468100623964,suspicious
223,2302,Hickory Ridge Landfill Solar Project,GA,SOLAR,0.0,3.2596817,1.5020628068082167,0.9782683,0.32949478694588147,missing
224,1997,Plainfield Renewable Energy LLC,CT,BIOMASS,0.0,28.183573,2.4074340107637036,0.54760915,0.32881799256926575,missing
225,8357,South Fond Du Lac,WI,GAS,2377.923,4658.52,1.1365432965129743,1.13433,0.3285504905377357,verified
226,4586,John Twitty Energy Center,MO,COAL,2161.771,3871.2942,1.0942917918610675,0.9083129,0.3281743404358496,verified
227,3820,Calvert Cliffs Nuclear Power Plant,MD,NUCLEAR,0.0,0.0,0.6753053307984226,0.5515868,0.3281561047711842,missing
228,6374,Conesville,OH,COAL,2242.537,3556.9573,1.0372129591281294,1.2135844,0.328000699266379,verified
229,8083,Diablo,WA,HYDRO,0.0,21.156416,2.2778304387880595,0.6450821,0.32778987951388716,missing
